Date,Code,Name,12m Low,12m High,Day Low,Day High,Day Price,Previous,Change,Change%,Volume,Adjusted Price
19-May-26,SGL,Standard Group Plc,5.4,7.14,5.86,6.4,6.06,6,0.06,1.00%,1455,-
19-May-26,TPSE,TPS Eastern Africa (Serena) Ltd,13.05,18.2,16.15,16.25,16.15,15.1,1.05,6.95%,738,-
19-May-26,UCHM,Uchumi Supermarket Plc,0.23,2.93,1.6,1.75,1.7,1.64,0.06,3.66%,252259,-
19-May-26,SCAN,WPP ScanGroup Plc,2,3.14,2.09,2.2,2.11,2.15,-0.04,-1.86%,16245,-
19-May-26,ARM,ARM Cement Plc,5.55,5.55,5.55,5.55,5.55,5.55,-,-,-,-
19-May-26,BAMB,Bamburi Cement Ltd,47.2,54,47.2,47.2,47.2,47.2,-,-,-,-
19-May-26,CRWN,Crown Paints Kenya Plc,36.5,70.75,59,60,60,59.25,0.75,1.27%,2932,-
19-May-26,CABL,East African Cables Plc,1,2.44,1,1,1,1,-,-,-,-
19-May-26,PORT,East African Portland Cement Ltd,28,101,73.25,77,76,76,-,-,738,-
19-May-26,KEGN,Kenya Electricity Generating Company Plc,4.85,10.75,9.16,9.24,9.2,9.14,0.06,0.66%,412995,-
19-May-26,KPC,Kenya Pipeline Company Plc,9,9.94,9.04,9.14,9.1,9.12,-0.02,-0.22%,274592,-
19-May-26,KPLC-P4,KPLC-P4,4,5,5,5,5,5,-,-,-,-
19-May-26,KPLC-P7,KPLC-P7,6,6,6,6,6,6,-,-,-,-
19-May-26,KPLC,Kenya Power and Lighting Company Plc,6.88,19,15.3,15.5,15.45,15.4,0.05,0.32%,881613,-
19-May-26,TOTL,TotalEnergies Marketing Kenya Plc,21,48.1,45,46,45.55,45.3,0.25,0.55%,13486,-
19-May-26,UMME,Umeme Ltd,5.8,24.75,7.6,8,7.84,7.9,-0.06,-0.76%,9214,-
19-May-26,BRIT,Britam Holdings Plc,6.5,13.4,12.05,12.6,12.45,12.4,0.05,0.40%,50675,-
19-May-26,CIC,CIC Insurance Group Ltd,2.55,6.62,4.2,4.3,4.29,4.22,0.07,1.66%,398720,-
19-May-26,JUB,Jubilee Holdings Ltd,205,437.75,360,374.5,361.25,374.5,-13.25,-3.54%,11239,-
19-May-26,KNRE,Kenya Re-Insurance Corporation Ltd,1.66,4.02,3.3,3.4,3.32,3.33,-0.01,-0.30%,568744,-
19-May-26,LBTY,Liberty Kenya Holdings Ltd,9,12.1,9.6,10.1,9.92,9.64,0.28,2.90%,9140,-
19-May-26,SLAM,Sanlam Allianz Holdings (Kenya) Plc,5.96,11,8.22,8.88,8.36,8.64,-0.28,-3.24%,8046,-
19-May-26,CTUM,Centum Investment Company Plc,10.95,16.75,13.65,14.5,14.15,13.75,0.4,2.91%,10620,-
19-May-26,HAFR,Home Afrika Ltd,0.48,1.93,1.26,1.34,1.3,1.32,-0.02,-1.52%,72874,-
19-May-26,KURV,Kurwitu Ventures Ltd,1400,1500,1500,1500,1500,1500,-,-,-,-
19-May-26,OCH,Olympia Capital Holdings Ltd,3.16,9,6.34,7.4,6.88,6.96,-0.08,-1.15%,2095,-
19-May-26,TCL,Trans-Century Plc,0.71,1.3,0.71,0.71,0.71,0.71,-,-,-,-
19-May-26,NSE,Nairobi Securities Exchange Plc,6.5,25.9,19.35,20,19.55,19.95,-0.4,-2.01%,154276,-
19-May-26,AMAC,Africa Mega Agricorp Plc,56,125,100,110,104.75,104,0.75,0.72%,177,-
19-May-26,BOC,BOC Kenya Plc,80,160,156,159.5,158.5,159.25,-0.75,-0.47%,2876,-
19-May-26,BAT,British American Tobacco Kenya Plc,345,629,507,512,509,510,-1,-0.20%,9098,-
19-May-26,CARB,Carbacid Investments Plc,19,33,29.5,29.9,29.5,29.6,-0.1,-0.34%,25612,-
19-May-26,EABL,East African Breweries Ltd,173,351,242,250,245.25,244.75,0.5,0.20%,4373,-
19-May-26,FTGH,Flame Tree Group Holdings Ltd,0.9,3.11,2,2.12,2.02,2.07,-0.05,-2.42%,40428,-
19-May-26,MSC,Mumias Sugar Company Ltd,0.27,0.27,0.27,0.27,0.27,0.27,-,-,-,-
19-May-26,SKL,Shri Krishana Overseas Plc,5.8,12,9.42,9.88,9.48,9.52,-0.04,-0.42%,319,-
19-May-26,UNGA,Unga Group Ltd,18.05,34,24.5,27,26.7,26.7,-,-,1640,-
19-May-26,SCOM,Safaricom Plc,19.5,34.2,30.4,30.95,30.55,30.6,-0.05,-0.16%,1133247,-
19-May-26,ALP,Africa Logistics Properties Industria...,1,1.02,1.02,1.02,1.02,1.02,-,-,-,-
19-May-26,LAPR,LAPTrust Imara Income-REIT,20,20,20,20,20,20,-,-,-,-
19-May-26,GLD,ABSA NewGold ETF,881,9800,5600,5800,5625,5625,-,-,63,-
19-May-26,SMWF,Satrix MSCI World Feeder ETF,755,1050,910,916,915,916,-1,-0.11%,201,-
19-May-26,^N10I,NSE 10-Share Index,1340.72,2271.75,2155.85,2155.85,2155.85,2146.29,9.56,0.45%,-,-
19-May-26,^N20I,NSE 20-Share Index,2161.38,3758.73,3499.8,3499.8,3499.8,3488.27,11.53,0.33%,-,-
19-May-26,^N25I,NSE 25-Share Index,3515.61,5948.29,5662.72,5662.72,5662.72,5659.67,3.05,0.05%,-,-
19-May-26,^NASI,NSE All-Share Index,132.37,216.69,205.76,205.76,205.76,205.77,-0.01,#VALUE!,-,-
19-May-26,^NBSI,NSE Banking Sector Index,149.92,245.9,234.5,234.5,234.5,234.05,0.45,0.19%,-,-
19-May-26,^NBDI,NSE Bonds Index,1147.5,1210.41,1154.49,1154.49,1154.49,1156.24,-1.75,-0.15%,-,-
20-May-26,EGAD,Eaagads Ltd,11,37,31.5,33.85,33.5,33.5,-,-,58,-
20-May-26,KUKZ,Kakuzi Plc,365,460,415,424,420.75,422,-1.25,-0.30%,1108,-
20-May-26,KAPC,Kapchorua Tea Kenya Plc,198,424.25,260,285,275,271.75,3.25,1.20%,816,-
20-May-26,LIMT,Limuru Tea Plc,295,555,484.75,484.75,482.5,482.5,-,-,26,-
20-May-26,SASN,Sasini Plc,13.3,33.9,28.5,30.25,29.75,29.7,0.05,0.17%,14727,-
20-May-26,WTK,Williamson Tea Kenya Plc,129.75,350,134,137,134.25,137.25,-3,-2.19%,27955,-
20-May-26,CGEN,Car and General (K) Ltd,19.95,85.5,78.25,79.25,78.75,79,-0.25,-0.32%,4646,-
20-May-26,ABSA,ABSA Bank Kenya Plc,17.5,33,28.25,28.75,28.6,28.6,-,-,2075191,-
20-May-26,BKG,BK Group Plc,28.75,58,46.95,48.65,47.1,48.85,-1.75,-3.58%,72644,-
20-May-26,COOP,Co-operative Bank of Kenya Ltd,15,34.3,30,32.9,32.55,32.45,0.1,0.31%,692639,-
20-May-26,DTK,Diamond Trust Bank Kenya Ltd,66,170,149,159,149.5,150.25,-0.75,-0.50%,29863,-
20-May-26,EQTY,Equity Group Holdings Plc,41.2,80,75,75.5,75.25,75.25,-,-,1250752,-
20-May-26,HFCK,HFCB Group Plc,6.1,11.5,9.16,9.38,9.32,9.16,0.16,1.75%,110075,-
20-May-26,IMH,I & M Holdings Plc,33.2,52,49.6,50.25,50,50,-,-,29349,-
20-May-26,KCB,KCB Group Plc,40.2,80.5,66.25,67,66.75,66.75,-,-,2742962,-
20-May-26,NCBA,NCBA Group Plc,50,100,87.75,89,88.5,85.25,3.25,3.81%,41551,-
20-May-26,SBIC,Stanbic Holdings Plc,147,300,275,279,276.5,277.5,-1,-0.36%,4164,-
20-May-26,SCBK,Standard Chartered Bank Kenya Ltd,262,370,320,344,336.5,341,-4.5,-1.32%,9704,-
20-May-26,DCON,Deacons (East Africa) Plc,0.45,0.45,0.45,0.45,0.45,0.45,-,-,-,-
20-May-26,EVRD,Eveready East Africa Ltd,0.8,1.78,1.1,1.14,1.12,1.11,0.01,0.90%,135376,-
20-May-26,XPRS,Express Kenya Plc,2.8,10,6.7,7.18,6.8,7.1,-0.3,-4.23%,4298,-
20-May-26,HBE,Homeboyz Entertainment Plc,4.66,4.66,4.66,4.66,4.66,4.66,-,-,-,-
20-May-26,KQ,Kenya Airways Plc,1.56,8.92,5.92,6.18,6.02,6,0.02,0.33%,1384531,-
20-May-26,LKL,Longhorn Publishers Plc,2.38,3.5,2.77,3.12,2.84,2.96,-0.12,-4.05%,4314,-
20-May-26,NBV,Nairobi Business Ventures Ltd,1.23,2,1.23,1.3,1.27,1.28,-0.01,-0.78%,34876,-
20-May-26,NMG,Nation Media Group Plc,10.8,20,12.7,13.95,13.15,13.8,-0.65,-4.71%,39585,-
20-May-26,SMER,Sameer Africa Plc,2.7,21.5,15.05,15.6,15.2,15.45,-0.25,-1.62%,14733,-
20-May-26,SGL,Standard Group Plc,5.4,7.14,6.18,6.46,6.28,6.06,0.22,3.63%,399,-
20-May-26,TPSE,TPS Eastern Africa (Serena) Ltd,13.05,18.2,15.2,16.25,15.3,16.15,-0.85,-5.26%,5640,-
20-May-26,UCHM,Uchumi Supermarket Plc,0.23,2.93,1.68,1.72,1.7,1.7,-,-,86370,-
20-May-26,SCAN,WPP ScanGroup Plc,2,3.14,2.01,2.2,2.15,2.11,0.04,1.90%,27496,-
20-May-26,ARM,ARM Cement Plc,5.55,5.55,5.55,5.55,5.55,5.55,-,-,-,-
20-May-26,BAMB,Bamburi Cement Ltd,47.2,54,47.2,47.2,47.2,47.2,-,-,-,-
20-May-26,CRWN,Crown Paints Kenya Plc,36.5,70.75,60,63,60.75,60,0.75,1.25%,1561,-
20-May-26,CABL,East African Cables Plc,1,2.23,1,1,1,1,-,-,-,-
20-May-26,PORT,East African Portland Cement Ltd,28,101,74,75,75,76,-1,-1.32%,464,-
20-May-26,KEGN,Kenya Electricity Generating Company Plc,4.85,10.75,9.16,9.2,9.18,9.2,-0.02,-0.22%,852918,-
20-May-26,KPC,Kenya Pipeline Company Plc,9,9.94,9,9.14,9.12,9.1,0.02,0.22%,170162,-
20-May-26,KPLC-P4,KPLC-P4,4,5,5,5,5,5,-,-,-,-
20-May-26,KPLC-P7,KPLC-P7,6,6,6,6,6,6,-,-,-,-
20-May-26,KPLC,Kenya Power and Lighting Company Plc,7.1,19,15.3,15.5,15.4,15.45,-0.05,-0.32%,478979,-
20-May-26,TOTL,TotalEnergies Marketing Kenya Plc,21,48.1,41.4,46.4,45.25,45.55,-0.3,-0.66%,9561,-
20-May-26,UMME,Umeme Ltd,5.8,24.75,7.6,7.98,7.9,7.84,0.06,0.77%,52496,-
20-May-26,BRIT,Britam Holdings Plc,6.5,13.4,12.4,12.6,12.5,12.45,0.05,0.40%,21341,-
20-May-26,CIC,CIC Insurance Group Ltd,2.55,6.62,4.15,4.28,4.22,4.29,-0.07,-1.63%,126429,-
20-May-26,JUB,Jubilee Holdings Ltd,205,437.75,360,374.5,371.5,361.25,10.25,2.84%,510,-
20-May-26,KNRE,Kenya Re-Insurance Corporation Ltd,1.66,4.02,3.32,3.41,3.36,3.32,0.04,1.20%,619086,-
20-May-26,LBTY,Liberty Kenya Holdings Ltd,9,12.1,9.8,10,9.86,9.92,-0.06,-0.60%,3010,-
20-May-26,SLAM,Sanlam Allianz Holdings (Kenya) Plc,5.96,11,8.1,8.5,8.22,8.36,-0.14,-1.67%,16589,-
20-May-26,CTUM,Centum Investment Company Plc,10.95,16.75,13.65,14.5,13.7,14.15,-0.45,-3.18%,24960,-
20-May-26,HAFR,Home Afrika Ltd,0.48,1.93,1.28,1.32,1.3,1.3,-,-,174243,-
20-May-26,KURV,Kurwitu Ventures Ltd,1400,1500,1500,1500,1500,1500,-,-,-,-
20-May-26,OCH,Olympia Capital Holdings Ltd,3.16,9,6.3,7.4,6.34,6.88,-0.54,-7.85%,46287,-
20-May-26,TCL,Trans-Century Plc,0.71,1.3,0.71,0.71,0.71,0.71,-,-,-,-
20-May-26,NSE,Nairobi Securities Exchange Plc,6.5,25.9,19,20,19.55,19.55,-,-,66389,-
20-May-26,AMAC,Africa Mega Agricorp Plc,56,125,106,109,108,104.75,3.25,3.10%,189,-
20-May-26,BOC,BOC Kenya Plc,80,165,159.25,165,160.5,158.5,2,1.26%,5095,-
20-May-26,BAT,British American Tobacco Kenya Plc,345,629,503,507,506,509,-3,-0.59%,213120,-
20-May-26,CARB,Carbacid Investments Plc,19,33,29,29.9,29.4,29.5,-0.1,-0.34%,15999,-
20-May-26,EABL,East African Breweries Ltd,173,351,242,244,243.5,245.25,-1.75,-0.71%,7087,-
20-May-26,FTGH,Flame Tree Group Holdings Ltd,0.9,3.11,1.9,2.12,1.97,2.02,-0.05,-2.48%,44800,-
20-May-26,MSC,Mumias Sugar Company Ltd,0.27,0.27,0.27,0.27,0.27,0.27,-,-,-,-
20-May-26,SKL,Shri Krishana Overseas Plc,5.8,12,9.4,9.9,9.68,9.48,0.2,2.11%,2156,-
20-May-26,UNGA,Unga Group Ltd,18.05,34,25.1,27,26.85,26.7,0.15,0.56%,3454,-
20-May-26,SCOM,Safaricom Plc,19.75,34.2,30.5,30.85,30.55,30.55,-,-,5044178,-
20-May-26,ALP,Africa Logistics Properties Industria...,1,1.02,1.02,1.02,1.02,1.02,-,-,-,-
20-May-26,LAPR,LAPTrust Imara Income-REIT,20,20,20,20,20,20,-,-,-,-
20-May-26,GLD,ABSA NewGold ETF,881,9800,5450,5795,5465,5625,-160,-2.84%,643,-
20-May-26,SMWF,Satrix MSCI World Feeder ETF,755,1050,902,916,915,915,-,-,47,-
20-May-26,^N10I,NSE 10-Share Index,1340.72,2271.75,2155.15,2155.15,2155.15,2155.85,-0.7,-0.03%,-,-
20-May-26,^N20I,NSE 20-Share Index,2161.38,3758.73,3490.74,3490.74,3490.74,3499.8,-9.06,-0.26%,-,-
20-May-26,^N25I,NSE 25-Share Index,3515.61,5948.29,5674.12,5674.12,5674.12,5662.72,11.4,0.20%,-,-
20-May-26,^NASI,NSE All-Share Index,132.37,216.69,205.82,205.82,205.82,205.76,0.06,0.03%,-,-
20-May-26,^NBSI,NSE Banking Sector Index,149.92,245.9,235.02,235.02,235.02,234.5,0.52,0.22%,-,-
20-May-26,^NBDI,NSE Bonds Index,1144.48,1210.41,1153.27,1153.27,1153.27,1154.49,-1.22,-0.11%,-,-
20-May-26,^ZKEQTK,Zamara Kenya Equity Index (KES),2690.79,4790.09,4581.78,4581.78,4581.78,4576.42,5.36,0.12%,-,-
20-May-26,^ZKEQTU,Zamara Kenya Equity Index (USD),1793.17,3197.11,3046.26,3046.26,3046.26,3047.4,-1.14,-0.04%,-,-
21-May-26,EGAD,Eaagads Ltd,11,37,31.5,32.2,31.85,33.5,-1.65,-4.93%,650,-
21-May-26,KUKZ,Kakuzi Plc,365,460,420,460,446.75,420.75,26,6.18%,156,-
21-May-26,KAPC,Kapchorua Tea Kenya Plc,198,424.25,255.75,275,275,275,-,-,77,-
21-May-26,LIMT,Limuru Tea Plc,295,555,480,480,482.5,482.5,-,-,2,-
21-May-26,SASN,Sasini Plc,13.3,33.9,26.8,30.2,27.15,29.75,-2.6,-8.74%,69009,-
21-May-26,WTK,Williamson Tea Kenya Plc,129.75,350,134,136.75,134.25,134.25,-,-,12715,-
21-May-26,CGEN,Car and General (K) Ltd,19.95,85.5,78.5,79,78.5,78.75,-0.25,-0.32%,3511,-
21-May-26,ABSA,ABSA Bank Kenya Plc,17.5,33,28.5,28.75,28.75,28.6,0.15,0.52%,2930608,-
21-May-26,BKG,BK Group Plc,28.75,58,45.5,46.95,46.2,47.1,-0.9,-1.91%,20990,-
21-May-26,COOP,Co-operative Bank of Kenya Ltd,15,34.3,31.6,32.7,32.35,32.55,-0.2,-0.61%,708231,-
21-May-26,DTK,Diamond Trust Bank Kenya Ltd,66,170,148.25,155,149.25,149.5,-0.25,-0.17%,52758,-
21-May-26,EQTY,Equity Group Holdings Plc,41.2,80,74.75,75.25,75.25,75.25,-,-,3532462,-
21-May-26,HFCK,HFCB Group Plc,6.1,11.5,9.2,9.4,9.24,9.32,-0.08,-0.86%,99878,-
21-May-26,IMH,I & M Holdings Plc,33.5,52,49.8,50.5,50,50,-,-,94204,-
21-May-26,KCB,KCB Group Plc,40.2,80.5,66.5,67,66.75,66.75,-,-,581635,-
21-May-26,NCBA,NCBA Group Plc,50,100,87,90,88.25,88.5,-0.25,-0.28%,1387153,-
21-May-26,SBIC,Stanbic Holdings Plc,147,300,273,277,274.75,276.5,-1.75,-0.63%,10348,-
21-May-26,SCBK,Standard Chartered Bank Kenya Ltd,264,370,334,340,337,336.5,0.5,0.15%,93541,-
21-May-26,DCON,Deacons (East Africa) Plc,0.45,0.45,0.45,0.45,0.45,0.45,-,-,-,-
21-May-26,EVRD,Eveready East Africa Ltd,0.8,1.78,1.09,1.13,1.1,1.12,-0.02,-1.79%,204123,-
21-May-26,XPRS,Express Kenya Plc,2.8,10,6.7,7,6.82,6.8,0.02,0.29%,3982,-
21-May-26,HBE,Homeboyz Entertainment Plc,4.66,4.66,4.66,4.66,4.66,4.66,-,-,-,-
21-May-26,KQ,Kenya Airways Plc,1.56,8.92,5.94,6,5.98,6.02,-0.04,-0.66%,108060,-
21-May-26,LKL,Longhorn Publishers Plc,2.38,3.5,2.77,2.99,2.95,2.84,0.11,3.87%,3064,-
21-May-26,NBV,Nairobi Business Ventures Ltd,1.23,2,1.27,1.3,1.3,1.27,0.03,2.36%,42259,-
21-May-26,NMG,Nation Media Group Plc,10.8,20,13,13.95,13.85,13.15,0.7,5.32%,1135,-
21-May-26,SMER,Sameer Africa Plc,2.7,21.5,15.2,15.5,15.35,15.2,0.15,0.99%,48514,-
21-May-26,SGL,Standard Group Plc,5.4,7.14,5.82,6.4,6.3,6.28,0.02,0.32%,828,-
21-May-26,TPSE,TPS Eastern Africa (Serena) Ltd,13.05,18.2,15.1,16.2,15.75,15.3,0.45,2.94%,183,-
21-May-26,UCHM,Uchumi Supermarket Plc,0.23,2.93,1.55,1.69,1.61,1.7,-0.09,-5.29%,304137,-
21-May-26,SCAN,WPP ScanGroup Plc,2,3.14,2.2,2.3,2.24,2.15,0.09,4.19%,43631,-
21-May-26,ARM,ARM Cement Plc,5.55,5.55,5.55,5.55,5.55,5.55,-,-,-,-
21-May-26,BAMB,Bamburi Cement Ltd,47.2,47.2,47.2,47.2,47.2,47.2,-,-,-,-
21-May-26,CRWN,Crown Paints Kenya Plc,36.5,70.75,59.5,61,59.75,60.75,-1,-1.65%,940,-
21-May-26,CABL,East African Cables Plc,1,2.23,1,1,1,1,-,-,-,-
21-May-26,PORT,East African Portland Cement Ltd,28,101,73.25,75,74.5,75,-0.5,-0.67%,408,-
21-May-26,KEGN,Kenya Electricity Generating Company Plc,4.88,10.75,9.14,9.2,9.18,9.18,-,-,742491,-
21-May-26,KPC,Kenya Pipeline Company Plc,9,9.94,9.1,9.14,9.1,9.12,-0.02,-0.22%,275407,-
21-May-26,KPLC-P4,KPLC-P4,4,5,5,5,5,5,-,-,-,-
21-May-26,KPLC-P7,KPLC-P7,6,6,6,6,6,6,-,-,-,-
21-May-26,KPLC,Kenya Power and Lighting Company Plc,7.1,19,15.3,15.5,15.4,15.4,-,-,1838045,-
21-May-26,TOTL,TotalEnergies Marketing Kenya Plc,21,48.1,44.75,46,45.15,45.25,-0.1,-0.22%,22711,-
21-May-26,UMME,Umeme Ltd,5.8,24.75,7.8,8,7.9,7.9,-,-,74131,-
21-May-26,BRIT,Britam Holdings Plc,6.64,13.4,12.5,13,12.85,12.5,0.35,2.80%,157932,-
21-May-26,CIC,CIC Insurance Group Ltd,2.55,6.62,4.16,4.25,4.21,4.22,-0.01,-0.24%,101079,-
21-May-26,JUB,Jubilee Holdings Ltd,205,437.75,360,370,360.75,371.5,-10.75,-2.89%,294,-
21-May-26,KNRE,Kenya Re-Insurance Corporation Ltd,1.69,4.02,3.24,3.4,3.32,3.36,-0.04,-1.19%,1131999,-
21-May-26,LBTY,Liberty Kenya Holdings Ltd,9,12.1,9.8,10.1,10.05,9.86,0.19,1.93%,8146,-
21-May-26,SLAM,Sanlam Allianz Holdings (Kenya) Plc,5.96,11,8.2,8.5,8.22,8.22,-,-,5208,-
21-May-26,CTUM,Centum Investment Company Plc,10.95,16.75,13.55,14,13.6,13.7,-0.1,-0.73%,29364,-
21-May-26,HAFR,Home Afrika Ltd,0.48,1.93,1.3,1.33,1.31,1.3,0.01,0.77%,151485,-
21-May-26,KURV,Kurwitu Ventures Ltd,1400,1500,1500,1500,1500,1500,-,-,-,-
21-May-26,OCH,Olympia Capital Holdings Ltd,3.16,9,6.42,6.8,6.64,6.34,0.3,4.73%,2408,-
21-May-26,TCL,Trans-Century Plc,0.71,1.3,0.71,0.71,0.71,0.71,-,-,-,-
21-May-26,NSE,Nairobi Securities Exchange Plc,6.5,25.9,19,19.95,19.5,19.55,-0.05,-0.26%,668031,-
21-May-26,AMAC,Africa Mega Agricorp Plc,56,125,100,110,108,108,-,-,26,-
21-May-26,BOC,BOC Kenya Plc,80,169.5,160,164.5,162.75,160.5,2.25,1.40%,1733,-
21-May-26,BAT,British American Tobacco Kenya Plc,345,629,504,510,505,506,-1,-0.20%,9203,-
21-May-26,CARB,Carbacid Investments Plc,19,33,29,29.9,29.25,29.4,-0.15,-0.51%,43164,-
21-May-26,EABL,East African Breweries Ltd,173,351,242.25,245,243.75,243.5,0.25,0.10%,18816,-
21-May-26,FTGH,Flame Tree Group Holdings Ltd,0.9,3.11,1.8,2.11,2.03,1.97,0.06,3.05%,28316,-
21-May-26,MSC,Mumias Sugar Company Ltd,0.27,0.27,0.27,0.27,0.27,0.27,-,-,-,-
21-May-26,SKL,Shri Krishana Overseas Plc,5.8,12,8.74,9.48,9.42,9.68,-0.26,-2.69%,286,-
21-May-26,UNGA,Unga Group Ltd,18.05,34,25.05,26.55,26.05,26.85,-0.8,-2.98%,1229,-
21-May-26,SCOM,Safaricom Plc,19.75,34.2,30.4,30.85,30.6,30.55,0.05,0.16%,3221260,-
21-May-26,ALP,Africa Logistics Properties Industria...,1,1.02,1.02,1.02,1.02,1.02,-,-,-,-
21-May-26,LAPR,LAPTrust Imara Income-REIT,20,20,20,20,20,20,-,-,-,-
21-May-26,GLD,ABSA NewGold ETF,881,9800,5500,5750,5465,5465,-,-,22,-
21-May-26,SMWF,Satrix MSCI World Feeder ETF,755,1050,905,934,916,915,1,0.11%,580,-
21-May-26,^N10I,NSE 10-Share Index,1340.72,2271.75,2155.36,2155.36,2155.36,2155.15,0.21,0.01%,-,-
21-May-26,^N20I,NSE 20-Share Index,2161.38,3758.73,3485.23,3485.23,3485.23,3490.74,-5.51,-0.16%,-,-
21-May-26,^N25I,NSE 25-Share Index,3515.61,5948.29,5667.82,5667.82,5667.82,5674.12,-6.3,-0.11%,-,-
21-May-26,^NASI,NSE All-Share Index,132.37,216.69,205.76,205.76,205.76,205.82,-0.06,-0.03%,-,-
21-May-26,^NBSI,NSE Banking Sector Index,149.92,245.9,234.73,234.73,234.73,235.02,-0.29,-0.12%,-,-
21-May-26,^NBDI,NSE Bonds Index,1144.48,1210.41,1144.48,1144.48,1144.48,1153.27,-8.79,-0.76%,-,-
21-May-26,^ZKEQTK,Zamara Kenya Equity Index (KES),2690.79,4790.09,4580.33,4580.33,4580.33,4581.78,-1.45,-0.03%,-,-
21-May-26,^ZKEQTU,Zamara Kenya Equity Index (USD),1793.17,3197.11,3042.95,3042.95,3042.95,3046.26,-3.31,-0.11%,-,-
22-May-26,EGAD,Eaagads Ltd,11,37,31,32,31.1,31.85,-0.75,-2.35%,913,-
22-May-26,KUKZ,Kakuzi Plc,365,460,425,459.5,445.25,446.75,-1.5,-0.34%,461,-
22-May-26,KAPC,Kapchorua Tea Kenya Plc,198,424.25,268.5,275,274.25,275,-0.75,-0.27%,2978,-
22-May-26,LIMT,Limuru Tea Plc,295,555,480,480,482.5,482.5,-,-,8,-
22-May-26,SASN,Sasini Plc,13.3,33.9,26.8,28.5,27.1,27.15,-0.05,-0.18%,5955,-
22-May-26,WTK,Williamson Tea Kenya Plc,129.75,350,130,135,132.25,134.25,-2,-1.49%,14450,-
22-May-26,CGEN,Car and General (K) Ltd,19.95,85.5,78.5,79,79,78.5,0.5,0.64%,1411,-
22-May-26,ABSA,ABSA Bank Kenya Plc,17.7,33,28.2,29.5,28.75,28.75,-,-,1276634,-
22-May-26,BKG,BK Group Plc,28.75,58,45.5,46,46,46.2,-0.2,-0.43%,9802,-
22-May-26,COOP,Co-operative Bank of Kenya Ltd,15,34.3,31.7,32.45,32.25,32.35,-0.1,-0.31%,493233,-
22-May-26,DTK,Diamond Trust Bank Kenya Ltd,66,170,148.5,151,149.5,149.25,0.25,0.17%,17120,-
22-May-26,EQTY,Equity Group Holdings Plc,41.2,80,75.25,76,76,75.25,0.75,1.00%,4707390,-
22-May-26,HFCK,HFCB Group Plc,6.1,11.5,9.38,9.5,9.4,9.24,0.16,1.73%,50573,-
22-May-26,IMH,I & M Holdings Plc,33.5,52,49.8,50.5,50,50,-,-,74402,-
22-May-26,KCB,KCB Group Plc,40.55,80.5,66.5,67,66.75,66.75,-,-,449819,-
22-May-26,NCBA,NCBA Group Plc,52,100,87.5,89,88.25,88.25,-,-,71428,-
22-May-26,SBIC,Stanbic Holdings Plc,150,300,272,279,274.5,274.75,-0.25,-0.09%,7026,-
22-May-26,SCBK,Standard Chartered Bank Kenya Ltd,266,370,334,337,335,337,-2,-0.59%,8646,-
22-May-26,DCON,Deacons (East Africa) Plc,0.45,0.45,0.45,0.45,0.45,0.45,-,-,-,-
22-May-26,EVRD,Eveready East Africa Ltd,0.8,1.78,1.11,1.15,1.12,1.1,0.02,1.82%,82361,-
22-May-26,XPRS,Express Kenya Plc,2.8,10,6.7,7.18,6.7,6.82,-0.12,-1.76%,13606,-
22-May-26,HBE,Homeboyz Entertainment Plc,4.66,4.66,4.66,4.66,4.66,4.66,-,-,-,-
22-May-26,KQ,Kenya Airways Plc,1.56,8.92,5.9,5.96,5.9,5.98,-0.08,-1.34%,315578,-
22-May-26,LKL,Longhorn Publishers Plc,2.38,3.5,2.9,3,2.98,2.95,0.03,1.02%,3936,-
22-May-26,NBV,Nairobi Business Ventures Ltd,1.23,2,1.27,1.3,1.29,1.3,-0.01,-0.77%,20832,-
22-May-26,NMG,Nation Media Group Plc,10.8,20,12.85,14,13.25,13.85,-0.6,-4.33%,6780,-
22-May-26,SMER,Sameer Africa Plc,3,21.5,15.2,15.5,15.35,15.35,-,-,4357,-
22-May-26,SGL,Standard Group Plc,5.4,7.14,5.82,6.28,5.96,6.3,-0.34,-5.40%,223,-
22-May-26,TPSE,TPS Eastern Africa (Serena) Ltd,13.05,18.2,16,16,16,15.75,0.25,1.59%,269,-
22-May-26,UCHM,Uchumi Supermarket Plc,0.23,2.93,1.46,1.77,1.58,1.61,-0.03,-1.86%,606958,-
22-May-26,SCAN,WPP ScanGroup Plc,2,3.14,2.05,2.3,2.18,2.24,-0.06,-2.68%,182903,-
22-May-26,ARM,ARM Cement Plc,5.55,5.55,5.55,5.55,5.55,5.55,-,-,-,-
22-May-26,BAMB,Bamburi Cement Ltd,47.2,47.2,47.2,47.2,47.2,47.2,-,-,-,-
22-May-26,CRWN,Crown Paints Kenya Plc,36.9,70.75,57,60,58.5,59.75,-1.25,-2.09%,678,-
22-May-26,CABL,East African Cables Plc,1,2.19,1,1,1,1,-,-,-,-
22-May-26,PORT,East African Portland Cement Ltd,28,101,70.5,75,73,74.5,-1.5,-2.01%,292,-
22-May-26,KEGN,Kenya Electricity Generating Company Plc,4.88,10.75,9.1,9.2,9.18,9.18,-,-,1274204,-
22-May-26,KPC,Kenya Pipeline Company Plc,9,9.94,9.1,9.16,9.12,9.1,0.02,0.22%,219781,-
22-May-26,KPLC-P4,KPLC-P4,4,5,5,5,5,5,-,-,-,-
